N,P,K,pH,temperature,humidity,rainfall,label,yield_kg_per_ha
32.08,65.63,29.11,6.74,27.07,68.88,161.11,blackgram,1137.05
47.98,57.42,19.66,6.8,30.12,60.22,190.77,blackgram,1017.93
84.04,64.27,43.94,6.83,30.97,76.15,230.38,jute,3041.58
85.53,31.65,29.82,7.35,19.13,88.96,150.62,coffee,1312.59
49.68,56.94,32.28,6.74,23.44,69.05,141.4,blackgram,1004.57
27.38,48.96,36.99,6.89,26.79,67.49,68.43,grapes,18170.3
19.98,75.49,21.85,7.38,29.82,47.6,97.44,pigeonpeas,1293.0
19.06,11.8,8.93,6.22,25.32,70.74,103.23,orange,20695.76
110.42,49.45,49.98,6.43,33.92,84.84,229.3,rice,5168.46
27.0,71.49,22.39,6.13,21.65,50.88,176.98,kidneybeans,1654.03
103.95,46.69,40.81,6.58,34.74,45.4,81.44,pomegranate,17832.52
19.52,56.94,21.64,6.79,26.26,42.01,134.33,mungbean,1115.94
79.17,63.73,40.77,6.99,26.53,83.29,321.33,jute,3090.29
122.61,50.64,22.41,7.26,28.15,54.85,111.07,cotton,2943.44
19.3,61.24,20.32,6.62,35.26,46.24,90.05,pigeonpeas,1266.12
48.54,55.51,27.25,6.38,29.3,64.99,165.61,blackgram,1068.14
105.34,62.88,28.27,6.65,26.07,63.29,69.42,maize,6365.7
19.55,74.86,33.45,6.23,23.67,60.48,176.09,kidneybeans,1606.99
100.43,48.11,16.8,6.18,22.42,70.9,64.71,cotton,2532.22
5.99,8.51,11.6,7.18,11.98,75.0,91.01,orange,22575.05
25.38,67.41,32.15,7.04,31.31,50.77,142.26,mungbean,1107.21
99.63,58.2,62.62,6.55,27.24,58.04,59.59,pomegranate,18857.23
36.5,39.37,42.54,5.96,31.91,50.94,81.09,mango,11236.03
109.04,25.36,55.12,5.97,38.59,72.21,68.4,watermelon,32543.16
28.0,59.28,29.89,6.35,24.62,59.51,119.18,kidneybeans,1713.75
100.88,36.18,22.83,7.94,39.52,43.84,166.52,cotton,2492.59
20.75,63.01,20.67,6.76,14.71,48.03,26.74,lentil,1698.24
32.34,45.79,30.9,6.51,18.99,66.1,117.61,grapes,16116.1
104.75,34.93,30.42,6.09,25.29,72.23,198.19,coffee,1294.03
104.78,51.94,39.65,7.25,12.19,45.67,104.86,wheat,3742.42
115.4,52.11,56.71,5.74,25.84,59.66,65.21,pomegranate,17505.05
25.98,52.58,21.5,7.0,21.7,49.79,56.54,lentil,1564.52
29.63,54.11,45.11,6.0,19.22,56.51,146.83,grapes,16630.8
17.19,136.45,197.95,5.85,8.79,73.82,114.71,apple,16121.29
116.7,51.54,55.14,7.23,36.43,44.44,51.92,pomegranate,17722.86
16.61,76.51,25.82,7.27,29.59,60.69,189.65,pigeonpeas,1331.68
28.78,72.41,23.2,6.14,15.44,60.88,106.34,kidneybeans,1642.39
35.44,65.94,32.34,6.76,22.77,52.54,118.87,blackgram,1086.72
92.32,74.94,120.82,6.38,33.38,75.46,148.07,banana,35572.7
35.28,37.3,31.73,7.3,30.06,68.06,150.05,mango,10786.1
12.95,7.91,40.32,7.26,36.55,94.16,163.91,coconut,12787.01
22.45,66.34,25.85,6.59,27.71,47.1,98.57,mungbean,1212.27
1.49,130.06,209.13,6.19,7.79,68.15,166.45,apple,16534.02
76.46,60.67,40.43,7.97,28.21,81.99,160.11,jute,3113.01
10.59,2.47,40.9,6.91,34.47,94.71,291.53,coconut,13733.11
17.11,51.23,34.83,6.87,25.07,52.43,148.97,grapes,16449.12
111.65,64.76,68.29,5.58,36.62,44.66,123.87,pomegranate,16241.43
30.03,68.21,71.47,7.95,15.08,37.95,47.04,chickpea,1302.02
18.55,146.53,196.94,6.35,20.0,57.12,164.32,apple,14883.49
10.09,13.23,5.08,6.22,19.28,69.54,137.45,orange,21880.99
28.15,51.47,29.54,6.6,32.44,37.57,37.63,mothbeans,872.6
24.95,73.59,31.66,6.42,28.82,47.0,105.44,mungbean,1073.91
117.53,55.74,37.6,6.75,13.3,63.39,50.4,wheat,4087.41
55.57,52.21,46.5,6.1,34.95,93.18,255.08,papaya,45341.88
32.29,49.48,49.31,6.25,28.9,76.58,178.03,grapes,16617.92
83.27,31.81,40.23,6.39,17.38,77.43,262.4,coffee,1239.44
20.29,54.15,33.97,5.56,10.77,79.93,186.86,grapes,16580.66
115.36,68.62,37.98,7.5,15.69,56.22,146.79,wheat,4020.6
41.38,55.16,24.37,7.24,28.02,59.99,150.8,blackgram,1120.97
22.8,64.61,30.18,6.6,23.75,54.03,144.91,kidneybeans,1990.43
134.05,35.97,18.83,6.69,29.07,68.85,66.0,cotton,2674.87
49.89,59.08,18.18,7.42,27.58,57.97,105.84,blackgram,982.38
27.96,70.75,33.9,6.92,28.94,58.41,80.28,mungbean,1050.88
17.29,74.48,21.36,5.62,26.43,67.85,165.57,kidneybeans,1677.48
29.32,56.8,22.78,6.75,22.41,37.42,32.41,lentil,1515.62
97.4,59.85,57.83,6.62,33.36,92.87,227.83,rice,5074.77
39.15,55.8,31.25,7.3,22.17,66.2,197.56,blackgram,1077.81
17.48,49.51,23.76,4.19,29.62,37.66,51.67,mothbeans,886.81
16.74,132.45,207.74,6.21,10.44,57.3,182.79,apple,18374.83
11.91,149.06,199.45,6.61,13.12,58.62,141.25,apple,18091.88
110.15,58.52,60.06,7.38,32.1,57.04,87.74,pomegranate,17578.15
115.29,17.89,54.79,5.68,37.93,55.26,35.83,watermelon,31991.87
11.12,1.88,30.32,6.6,32.94,63.49,208.99,coconut,11793.11
24.0,62.37,29.61,6.14,21.14,38.09,60.62,lentil,1798.38
28.23,62.19,31.99,6.14,16.64,45.5,54.62,lentil,1667.27
116.94,55.99,35.95,6.04,16.45,62.08,74.41,wheat,4153.28
21.23,62.36,33.27,6.18,23.33,65.88,162.79,kidneybeans,1789.35
89.65,46.45,43.11,6.81,24.25,86.23,268.8,rice,4983.13
15.58,61.63,18.92,5.55,27.29,66.43,172.75,pigeonpeas,1123.12
22.06,39.37,32.66,5.74,26.18,52.85,161.48,grapes,16622.95
122.48,52.53,50.03,6.76,20.85,61.73,112.89,wheat,4017.65
28.09,66.63,28.11,6.07,20.07,47.36,53.43,lentil,1588.36
130.33,69.84,50.09,7.28,22.49,58.26,130.18,wheat,3990.77
119.37,47.04,52.76,6.21,34.8,76.88,211.86,rice,4958.77
116.92,47.51,67.21,5.74,39.76,55.83,59.88,pomegranate,17019.34
30.1,37.48,36.25,6.69,14.05,72.2,126.05,grapes,16995.32
92.3,70.08,100.83,5.56,30.85,83.02,178.12,banana,35641.26
115.18,59.77,43.44,7.38,34.91,56.75,86.1,pomegranate,15882.82
19.19,69.02,21.74,6.56,33.67,53.45,101.74,pigeonpeas,1366.67
100.22,52.73,48.17,6.62,25.0,81.61,169.08,rice,5453.12
115.72,23.98,51.08,6.76,34.27,65.29,32.53,watermelon,32398.26
118.22,47.9,23.63,5.88,26.15,71.07,166.12,maize,5940.97
109.49,38.88,20.94,7.28,27.66,57.09,144.0,cotton,2542.21
29.85,50.39,20.02,6.37,13.03,43.76,71.92,lentil,1495.32
49.37,66.55,50.74,6.96,28.1,70.94,180.02,papaya,46226.96
15.33,69.42,23.95,6.01,23.5,47.0,69.04,lentil,1498.97
93.8,49.9,20.8,7.34,24.92,58.2,72.11,maize,6345.06
107.16,21.97,29.56,6.34,17.67,73.36,286.15,coffee,1311.85
20.23,69.5,22.42,6.95,15.97,48.88,68.5,lentil,1549.99
88.97,52.53,52.43,6.75,31.21,88.46,276.58,jute,3093.0
101.68,54.45,29.36,6.4,36.92,72.19,61.82,cotton,2330.5
7.45,4.35,46.03,6.72,34.85,71.85,286.81,coconut,12923.33
137.89,44.11,18.02,6.22,37.04,51.49,167.27,cotton,2589.97
23.07,37.22,32.16,6.57,29.99,55.83,92.14,grapes,16619.39
93.4,76.27,95.16,6.42,32.52,89.06,231.34,banana,33779.3
115.87,50.68,19.1,6.37,37.46,51.88,67.95,cotton,2599.28
37.14,77.82,88.4,7.3,16.66,32.05,47.17,chickpea,1285.01
101.77,40.42,43.21,6.42,39.12,41.22,109.36,pomegranate,16778.57
15.02,13.66,12.55,7.19,26.63,69.9,177.45,orange,24112.65
4.14,16.09,15.15,6.47,25.21,84.51,142.54,orange,20727.01
82.95,55.24,50.98,6.91,24.33,76.95,227.79,jute,3238.52
2.42,4.39,44.77,6.62,30.67,78.0,149.05,coconut,12612.0
47.62,56.92,46.58,6.97,31.93,72.5,204.94,papaya,46575.86
114.16,36.01,28.17,6.12,23.18,89.56,274.79,coffee,1257.64
80.94,46.37,23.42,6.51,19.92,65.65,182.49,maize,6156.47
23.37,52.41,26.87,6.05,32.04,40.06,49.55,mothbeans,979.82
102.4,14.19,57.6,6.01,26.37,70.39,65.9,watermelon,32575.69
3.06,7.11,11.43,6.49,26.78,85.1,186.83,orange,21294.03
96.47,74.99,231.02,6.73,29.95,82.13,232.43,banana,36233.54
30.94,33.93,33.18,6.13,33.31,49.56,180.46,mango,13056.29
41.25,67.72,23.37,6.04,33.56,68.58,132.66,blackgram,1135.35
22.41,47.68,49.75,6.79,29.45,78.53,70.38,grapes,17458.19
21.22,61.7,28.47,6.24,26.68,44.19,99.64,mungbean,1188.41
118.98,67.31,42.73,6.59,14.57,52.97,104.49,wheat,4229.47
29.67,48.3,22.53,3.84,32.84,44.68,44.85,mothbeans,837.98
49.26,59.29,20.97,7.42,34.35,52.98,170.03,blackgram,1015.77
113.09,38.85,25.66,7.12,38.56,66.66,175.66,cotton,2688.58
23.29,56.51,18.16,7.17,18.83,51.24,31.22,lentil,1587.29
43.13,73.75,71.19,7.54,19.03,29.74,36.06,chickpea,1268.23
112.27,42.6,22.68,5.64,26.39,52.02,161.31,maize,6066.97
113.44,46.99,30.38,5.73,33.04,54.38,74.33,maize,6347.05
88.09,33.47,28.51,6.73,27.0,66.52,286.37,coffee,1228.82
83.93,66.02,150.39,5.52,27.52,81.72,192.76,banana,35685.73
58.32,54.2,61.86,6.02,30.89,93.26,293.9,papaya,42462.62
24.35,64.25,32.28,7.41,22.11,46.98,27.02,lentil,1640.92
46.84,69.42,34.21,6.71,34.7,60.22,150.78,blackgram,1014.91
9.97,8.81,8.92,6.96,22.72,86.83,113.39,orange,22569.12
32.77,56.36,84.09,6.91,27.58,21.87,86.08,chickpea,1255.78
4.95,6.64,11.77,6.22,11.46,89.0,137.11,orange,22044.5
3.48,134.59,203.05,6.08,3.73,72.87,145.66,apple,17736.92
25.74,48.98,34.11,6.99,33.01,30.99,63.19,mothbeans,860.38
24.11,71.58,21.73,6.83,28.9,54.88,62.2,mungbean,1092.84
85.51,40.11,23.86,5.97,31.6,72.89,116.83,maize,5855.56
100.1,19.96,62.78,7.25,26.81,68.78,67.38,watermelon,31691.55
53.88,50.2,59.87,6.64,29.12,75.7,174.85,papaya,42639.08
110.29,60.86,41.41,6.43,18.61,44.58,96.91,wheat,4142.43
118.92,51.32,28.21,6.76,35.01,74.95,166.0,cotton,2739.9
23.95,39.11,38.73,6.4,8.07,59.0,135.09,grapes,18095.5
114.98,46.79,50.62,5.87,23.67,78.23,291.0,rice,5110.13
115.12,65.8,36.29,6.38,13.45,64.63,120.61,wheat,4193.37
96.61,21.16,60.39,7.25,36.22,63.81,26.39,muskmelon,17069.1
34.24,72.85,22.52,7.46,28.4,54.42,120.87,blackgram,1045.19
18.98,6.13,15.66,6.13,11.22,71.89,92.19,orange,20088.78
20.22,58.53,25.58,5.63,33.12,35.28,53.76,mothbeans,944.36
96.6,65.35,107.78,6.7,32.52,88.85,237.35,banana,36968.22
46.2,63.98,59.25,6.96,25.84,85.43,211.09,papaya,47827.71
47.13,64.83,72.36,6.53,24.0,23.8,75.85,chickpea,1286.36
76.31,60.92,41.96,7.87,25.46,81.46,199.52,jute,3130.88
91.63,57.57,54.91,6.04,25.1,49.2,119.5,pomegranate,17207.76
82.28,63.97,58.53,7.43,32.42,73.02,167.13,jute,2967.29
6.96,16.11,18.94,6.36,11.38,66.89,88.76,orange,19302.2
19.76,4.44,32.68,6.15,30.59,91.09,292.34,coconut,11414.26
121.94,54.44,35.48,7.41,11.62,43.17,64.65,wheat,4215.61
110.15,37.27,26.81,7.38,38.04,62.45,70.35,cotton,2588.27
22.26,57.78,34.09,7.28,22.14,35.74,71.15,lentil,1686.39
79.72,61.08,49.74,7.98,34.23,71.27,222.81,jute,3355.5
12.27,5.71,32.73,6.39,31.84,76.15,148.42,coconut,13535.03
33.72,59.82,20.49,7.14,31.29,53.78,139.79,blackgram,1047.29
120.41,49.63,28.99,7.94,30.22,61.42,138.01,cotton,2666.63
119.8,53.04,57.28,7.34,32.25,54.53,96.64,pomegranate,17093.16
38.66,71.5,34.98,6.56,22.26,59.86,105.92,blackgram,1068.68
0.35,5.23,37.32,7.12,28.15,81.14,242.41,coconut,11497.22
32.97,66.5,89.8,7.01,22.47,33.97,43.02,chickpea,1281.49
23.24,77.38,28.29,6.52,26.85,62.58,82.83,pigeonpeas,1391.45
60.83,56.01,43.11,6.14,30.22,91.09,247.13,jute,3103.59
64.84,62.31,50.7,7.99,32.89,88.09,265.95,jute,3122.43
108.62,58.19,49.64,7.3,33.29,41.16,57.51,pomegranate,16976.03
72.23,55.13,59.29,7.84,28.97,87.74,252.62,jute,3157.85
17.94,73.93,26.78,6.97,25.86,55.63,195.54,pigeonpeas,1341.71
22.52,66.98,30.05,6.32,24.45,56.38,185.9,kidneybeans,1980.54
96.17,25.83,60.89,7.1,33.88,72.35,52.5,watermelon,30749.89
132.65,64.34,50.17,6.59,22.81,50.35,107.05,wheat,3982.25
29.54,64.22,25.41,4.72,31.48,41.58,54.93,mothbeans,844.06
25.66,40.77,45.47,6.29,19.06,55.42,199.33,grapes,18488.38
122.53,67.64,48.34,6.71,14.82,42.15,74.46,wheat,4148.86
98.04,13.46,54.98,7.3,29.05,67.63,99.69,watermelon,31223.44
88.96,45.74,45.01,5.89,28.74,94.87,298.54,rice,5068.56
91.54,20.11,25.38,7.46,24.68,82.25,276.67,coffee,1177.32
110.06,42.38,41.72,5.76,22.63,91.46,209.78,rice,4945.63
131.23,43.75,16.63,6.17,27.88,65.64,151.51,cotton,2681.06
21.19,38.83,32.87,5.61,24.59,69.79,89.89,mango,10214.03
108.31,14.15,54.53,6.37,36.17,77.08,25.72,muskmelon,19778.07
123.79,62.83,49.2,7.06,22.3,52.09,103.34,wheat,4335.58
49.96,73.66,34.7,6.22,28.4,67.92,157.77,blackgram,993.17
89.4,46.51,58.18,6.29,31.13,86.81,248.02,rice,4888.3
34.38,40.35,38.17,5.86,20.28,59.68,142.79,grapes,16252.73
37.7,64.87,80.96,6.71,25.84,29.52,56.89,chickpea,1497.51
21.34,69.95,33.74,5.98,20.67,61.86,139.33,kidneybeans,1776.31
107.56,15.73,58.27,7.47,28.81,66.61,30.92,muskmelon,18550.11
15.86,3.46,42.13,7.06,36.67,68.81,115.78,coconut,11982.91
113.33,17.99,46.73,6.06,33.22,79.84,40.02,watermelon,30043.73
99.81,72.9,213.32,6.39,31.92,84.68,213.34,banana,37098.42
15.1,127.37,196.81,6.38,14.49,59.47,196.24,apple,16573.68
98.79,66.15,59.62,6.19,33.1,41.49,133.72,pomegranate,17123.95
20.21,49.11,48.77,6.61,8.66,68.14,168.98,grapes,17315.5
32.6,53.83,37.74,5.57,21.22,62.53,128.92,grapes,17173.76
40.57,63.86,80.35,6.09,24.73,34.09,77.67,chickpea,1520.24
22.86,24.62,47.52,6.86,30.76,54.01,189.42,mango,11217.78
102.22,56.04,58.49,6.73,20.55,82.45,157.3,rice,4937.99
101.54,63.75,84.97,5.95,28.03,77.73,266.93,banana,35715.04
41.16,68.32,22.63,7.46,24.98,68.23,125.27,blackgram,1132.86
92.98,23.68,55.52,6.68,38.23,61.24,30.92,watermelon,32419.44
137.47,38.51,22.06,6.59,28.26,52.95,96.4,cotton,2571.73
78.56,55.94,41.12,6.95,24.67,74.21,245.12,jute,3198.62
46.01,67.29,74.83,6.7,25.94,21.66,38.15,chickpea,1478.79
111.74,24.17,56.33,6.73,29.45,75.07,83.8,muskmelon,18600.94
112.67,15.86,55.9,6.2,29.11,64.79,53.08,muskmelon,18242.89
26.66,59.23,25.64,7.65,12.35,52.3,49.11,lentil,1627.2
29.29,41.67,35.41,6.15,24.26,55.81,182.4,grapes,17714.7
0.6,146.87,198.2,5.99,13.09,78.79,134.57,apple,14577.8
10.46,3.05,45.82,6.15,34.34,65.62,113.39,coconut,13741.81
44.36,54.67,59.7,6.35,33.76,86.62,249.81,papaya,44903.89
13.34,17.68,10.63,6.87,14.71,72.11,141.59,orange,21967.97
33.24,49.94,38.34,6.25,10.17,74.32,177.84,grapes,15951.47
46.17,60.0,34.26,6.35,30.13,60.91,88.6,blackgram,1089.82
110.07,60.12,37.02,6.99,12.01,52.78,55.44,wheat,4123.49
123.94,57.08,37.48,6.28,14.98,41.76,55.69,wheat,4077.53
6.65,15.46,15.68,6.67,17.85,89.12,119.15,orange,22429.99
80.25,57.82,44.12,6.43,32.45,86.36,270.01,jute,3287.56
38.62,70.13,33.57,6.83,26.03,51.02,175.2,blackgram,1068.47
110.34,59.67,48.39,6.27,20.19,90.92,228.03,rice,4925.54
104.8,44.11,47.69,6.43,25.59,50.77,52.15,pomegranate,17658.25
90.64,17.19,62.37,7.11,28.42,73.47,77.24,muskmelon,16870.93
30.31,50.96,34.96,6.8,16.27,73.94,125.36,grapes,17934.1
6.33,137.72,209.39,6.15,16.63,63.27,193.26,apple,17458.33
112.1,20.98,61.11,5.71,31.03,55.4,38.46,watermelon,31879.78
22.86,57.68,32.99,6.95,34.22,54.41,82.03,mungbean,1096.13
16.77,68.54,26.85,5.66,31.94,61.29,147.9,pigeonpeas,1324.82
28.81,58.11,23.56,6.64,32.38,56.71,65.27,mungbean,1087.03
32.25,45.75,48.23,5.86,8.6,62.86,88.6,grapes,17325.23
111.48,25.68,58.34,5.98,32.03,66.66,35.18,watermelon,31727.73
139.44,42.29,16.3,7.41,32.01,67.98,146.96,cotton,2428.09
103.1,27.45,26.87,6.39,17.05,87.74,261.01,coffee,1268.99
29.02,46.99,22.14,6.51,32.59,44.89,45.7,mothbeans,833.3
14.28,14.06,6.49,7.19,24.51,87.85,192.78,orange,20230.79
23.55,64.82,33.3,5.94,25.69,43.38,74.63,mothbeans,885.61
65.2,47.91,58.78,7.12,28.55,92.28,207.97,jute,2888.69
95.74,22.2,37.4,6.19,22.67,78.49,239.48,coffee,1270.35
101.62,43.66,46.41,6.48,30.09,83.7,184.3,rice,5250.18
28.99,73.11,28.86,6.54,34.26,42.45,75.19,mungbean,1050.4
28.52,58.3,30.54,7.8,24.87,46.68,62.26,lentil,1605.09
22.88,62.27,18.05,6.45,34.52,45.51,127.67,mungbean,1125.74
106.75,46.56,34.23,5.6,27.57,59.79,171.58,maize,6476.19
19.31,61.1,32.52,6.91,15.23,46.32,48.98,lentil,1633.04
117.68,24.36,51.57,6.33,38.06,65.94,47.64,watermelon,30761.77
114.88,51.44,39.4,6.7,24.86,64.91,147.96,wheat,4027.67
82.14,45.22,50.76,6.73,24.72,86.15,335.75,jute,3011.33
109.96,64.19,50.14,7.4,23.6,54.34,107.92,wheat,3998.14
119.04,14.13,55.59,6.81,31.13,75.59,20.26,muskmelon,18113.4
3.28,3.5,44.02,6.68,36.28,94.57,129.33,coconut,12612.37
81.44,50.69,59.87,6.94,20.61,89.12,195.26,rice,4825.06
19.28,130.25,200.83,6.49,8.82,64.78,190.07,apple,17211.28
111.48,21.27,39.18,6.13,15.36,77.56,167.92,coffee,1251.75
134.41,53.37,20.28,6.63,34.65,47.96,180.99,cotton,2557.38
113.43,56.55,53.78,6.74,35.97,38.37,122.47,pomegranate,20065.58
108.29,30.39,38.82,6.13,20.59,80.0,209.07,coffee,1300.2
112.03,20.96,46.88,7.13,32.16,77.29,20.79,muskmelon,17483.53
17.73,57.13,34.42,6.35,15.94,54.8,48.87,lentil,1540.73
20.17,30.27,35.83,6.57,25.43,69.53,140.68,mango,12161.95
48.23,62.64,21.87,6.27,33.36,66.53,197.52,blackgram,1075.31
43.19,57.63,70.54,6.64,17.88,44.72,51.21,chickpea,1351.92
27.73,62.55,22.46,7.49,27.85,47.53,151.18,pigeonpeas,1267.51
15.23,67.39,21.48,7.1,30.73,44.18,148.12,mungbean,1071.22
93.7,62.24,66.58,6.56,36.59,42.08,99.78,pomegranate,15672.2
84.11,31.51,31.78,6.74,18.4,69.03,217.62,coffee,1216.57
106.08,48.68,29.11,6.42,18.77,60.76,149.75,maize,6717.45
22.17,59.14,33.36,6.88,21.68,43.49,26.11,lentil,1685.25
18.29,64.53,20.85,7.23,19.63,47.44,37.18,lentil,1612.43
29.71,45.03,46.0,6.65,12.48,53.98,158.82,grapes,17378.4
42.52,59.44,47.54,6.31,32.24,86.35,207.45,papaya,45555.45
21.09,66.47,18.47,6.94,18.48,52.82,100.55,kidneybeans,1897.03
87.13,42.52,35.3,7.17,21.17,55.48,105.25,maize,6091.87
10.44,7.69,48.12,6.78,35.44,60.34,196.04,coconut,13094.27
25.21,36.16,44.25,6.6,18.65,77.05,197.75,grapes,18657.51
96.97,18.77,55.11,5.8,29.75,63.7,77.23,watermelon,32599.21
124.54,54.86,21.16,6.37,39.51,56.87,152.61,cotton,2737.65
24.76,62.79,34.96,5.07,26.86,42.06,35.66,mothbeans,848.54
36.38,23.74,44.87,6.83,25.04,55.34,73.6,mango,11161.43
135.08,35.87,29.59,7.64,32.94,42.34,93.62,cotton,2476.19
40.27,68.29,28.0,6.72,27.12,55.32,162.29,blackgram,1125.48
94.74,44.64,57.78,5.59,25.49,45.79,81.03,pomegranate,16544.38
33.54,38.16,39.47,6.48,27.99,64.62,196.78,grapes,16640.51
46.34,66.16,26.34,6.45,25.95,57.77,169.26,blackgram,1152.47
30.86,55.1,88.63,7.38,23.43,28.53,69.94,chickpea,1185.92
93.52,27.26,43.64,7.11,23.03,88.82,279.73,coffee,1339.76
16.74,62.31,28.36,4.01,28.66,33.33,60.03,mothbeans,915.07
34.98,35.8,46.22,6.28,28.73,69.1,145.36,mango,11199.23
119.24,34.74,29.12,7.45,23.86,76.35,287.44,coffee,1165.37
122.27,54.05,48.7,6.82,24.17,50.98,76.85,wheat,4193.71
93.7,55.89,52.45,6.63,31.9,79.24,288.57,rice,5038.38
12.39,1.46,45.09,5.55,33.99,66.42,189.36,coconut,11878.88
65.86,55.89,53.19,7.15,25.67,78.88,298.93,jute,3249.76
93.41,21.27,53.25,7.4,33.45,76.37,29.12,muskmelon,17663.13
42.5,66.09,85.15,7.94,29.4,40.52,72.12,chickpea,1451.42
15.76,64.59,24.01,6.48,29.04,59.02,183.59,pigeonpeas,1244.84
23.86,77.34,28.02,6.61,28.56,61.95,115.58,pigeonpeas,1394.95
44.23,65.37,23.27,6.01,25.0,62.11,84.6,blackgram,1136.35
4.44,1.89,33.8,6.5,30.1,87.23,278.82,coconut,10709.51
16.46,58.33,18.16,6.25,29.78,34.79,58.47,mothbeans,859.53
27.39,59.01,18.12,4.14,32.25,33.08,31.31,mothbeans,848.82
16.89,60.6,33.27,6.94,34.29,57.64,88.13,mungbean,1074.62
26.97,39.55,46.29,5.5,27.54,74.56,195.82,grapes,17305.52
86.95,27.69,43.62,7.04,15.91,87.08,178.33,coffee,1228.41
119.56,50.0,18.13,7.22,26.7,42.98,137.4,cotton,2769.17
102.5,52.19,36.91,6.53,20.52,59.77,109.02,wheat,3685.29
28.3,23.11,44.79,7.16,35.23,72.66,166.84,mango,11947.65
19.93,51.35,23.2,7.62,20.66,39.77,63.15,lentil,1666.32
46.18,75.97,85.9,6.42,24.49,38.92,82.2,chickpea,1312.24
104.12,28.31,44.21,7.2,27.47,77.97,195.34,coffee,1243.57
1.65,131.3,203.29,6.76,9.2,76.69,154.61,apple,17016.46
15.82,75.99,26.61,6.41,31.31,60.17,162.82,pigeonpeas,1305.41
106.76,14.65,53.09,5.75,30.56,66.67,90.04,watermelon,32786.91
106.38,41.72,29.38,7.72,29.92,49.65,140.89,cotton,2455.35
44.38,56.94,32.77,7.12,26.07,60.43,181.82,blackgram,1078.69
31.2,63.99,75.96,6.44,25.59,36.48,67.48,chickpea,1306.05
127.18,54.81,43.4,6.32,11.93,49.5,107.58,wheat,4369.05
25.48,74.64,30.77,5.88,30.24,54.81,165.98,pigeonpeas,1351.13
19.09,60.57,34.87,6.89,15.91,63.13,145.69,kidneybeans,1719.33
26.77,67.09,20.88,6.82,32.58,57.1,88.68,mungbean,1120.89
12.65,9.4,44.61,7.43,33.65,69.38,260.05,coconut,11651.75
113.66,52.97,26.94,7.18,30.79,57.45,144.93,maize,6214.85
25.0,52.79,33.4,6.9,22.44,40.99,38.48,lentil,1541.78
115.84,52.08,37.89,6.05,29.19,52.2,126.35,maize,6307.21
29.06,60.54,24.85,7.67,24.22,44.58,28.23,lentil,1700.34
97.4,61.11,224.11,6.29,33.08,82.84,217.71,banana,33636.3
15.94,67.66,27.1,6.37,26.65,56.2,61.39,mungbean,1070.9
90.1,28.6,42.11,6.95,27.27,73.87,192.09,coffee,1376.08
37.71,31.35,37.84,6.5,36.14,63.4,99.77,mango,12226.73
111.42,14.88,45.64,5.65,24.74,62.0,38.9,watermelon,30055.63
1.43,10.82,12.77,6.58,15.43,71.43,131.3,orange,21356.61
102.8,61.47,40.05,7.09,32.23,58.09,94.28,pomegranate,17557.71
15.17,55.71,31.47,6.23,16.8,57.17,116.53,kidneybeans,1635.45
3.79,13.98,14.09,7.25,18.87,83.62,186.69,orange,22320.82
64.73,59.49,56.2,6.79,28.28,85.19,154.35,jute,3157.21
110.17,23.93,46.78,7.17,37.97,63.52,84.58,muskmelon,15532.48
28.69,55.68,27.02,6.27,34.24,48.83,97.66,mungbean,1083.7
4.79,15.88,8.37,7.36,24.16,71.31,176.18,orange,22131.06
105.16,63.78,53.88,6.64,23.52,42.46,54.3,wheat,3966.56
16.06,58.81,32.62,6.73,18.55,35.43,33.45,lentil,1526.33
19.02,122.01,209.61,6.13,8.84,69.5,149.6,apple,14911.17
31.2,39.46,32.83,7.4,31.33,72.12,85.33,mango,11778.37
106.82,14.99,45.17,6.02,32.66,75.66,85.97,muskmelon,18029.89
31.22,71.38,80.1,6.91,25.79,38.96,89.24,chickpea,1400.19
82.08,62.31,33.83,7.4,23.34,62.15,163.84,maize,6198.29
84.46,47.69,41.21,6.55,23.11,81.04,209.12,rice,4944.48
89.96,56.52,43.74,6.68,26.76,85.19,230.06,jute,3047.8
45.99,51.6,57.36,6.71,30.2,81.11,277.16,papaya,45016.75
26.73,55.64,25.26,6.49,33.24,53.55,115.3,mungbean,1104.49
27.08,29.39,33.94,6.88,26.15,45.16,127.13,mango,12367.03
107.04,24.6,62.78,6.83,35.88,64.67,95.67,watermelon,32718.3
35.55,39.47,44.17,6.95,32.01,74.33,108.97,mango,11425.68
42.08,64.18,61.2,6.89,27.19,86.98,162.86,papaya,45634.99
96.47,22.05,50.56,6.02,33.1,73.65,72.67,muskmelon,17209.09
16.19,132.27,204.16,6.16,15.6,54.55,130.01,apple,17914.74
105.62,63.93,125.56,6.56,25.32,79.18,299.18,banana,37102.56
25.37,35.04,34.64,5.73,15.6,75.75,192.64,grapes,17748.7
101.96,64.68,58.9,6.26,26.21,36.67,71.37,pomegranate,18822.43
113.48,20.76,50.24,6.4,31.26,73.41,40.59,muskmelon,17351.24
19.42,63.97,20.15,6.6,24.68,33.27,61.59,mothbeans,897.56
24.55,60.89,19.51,6.74,26.32,67.14,133.39,kidneybeans,1815.22
96.36,69.47,167.0,6.96,32.48,88.68,186.38,banana,39001.56
24.92,73.52,34.88,6.62,30.39,43.41,122.46,mungbean,1056.06
117.83,70.0,44.31,7.39,35.6,47.47,131.15,pomegranate,14227.88
